slug,question,fav_price,fav_won,pnl,volume,closed_time
nor-kbk-bog-2026-04-06-total-1pt5,Kristiansund BK vs. FK Bodø/Glimt: O/U 1.5,0.88,True,0.12636363636363646,5449.98339,2026-04-06 19:14:45+00:00
highest-temperature-in-buenos-aires-on-april-5-2026-22c,Will the highest temperature in Buenos Aires be 22°C on April 5?,0.88,True,0.12636363636363646,7055.437580999999,2026-04-06 06:06:51+00:00
highest-temperature-in-munich-on-april-7-2026-19c,Will the highest temperature in Munich be 19°C on April 7?,0.88,True,0.12636363636363646,9099.370098000005,2026-04-08 01:29:57+00:00
highest-temperature-in-chongqing-on-april-7-2026-18c,Will the highest temperature in Chongqing be 18°C on April 7?,0.88,True,0.12636363636363646,5986.213503999999,2026-04-06 21:06:01+00:00
highest-temperature-in-wuhan-on-april-13-2026-24c,Will the highest temperature in Wuhan be 24°C on April 13?,0.88,True,0.12636363636363646,8580.445114999999,2026-04-13 19:32:45+00:00
highest-temperature-in-chicago-on-april-7-2026-34-35f,Will the highest temperature in Chicago be between 34-35°F on April 7?,0.88,True,0.12636363636363646,9828.347224,2026-04-07 20:00:17+00:00
highest-temperature-in-shenzhen-on-april-7-2026-31c,Will the highest temperature in Shenzhen be 31°C on April 7?,0.88,True,0.12636363636363646,8323.702155,2026-04-07 20:19:33+00:00
highest-temperature-in-tel-aviv-on-april-7-2026-21c,Will the highest temperature in Tel Aviv be 21°C on April 7?,0.88,True,0.12636363636363646,7287.307072999998,2026-04-08 00:45:45+00:00
highest-temperature-in-ankara-on-april-9-2026-11c,Will the highest temperature in Ankara be 11°C on April 9?,0.88,True,0.12636363636363646,9186.775116000012,2026-04-10 01:00:31+00:00
highest-temperature-in-shenzhen-on-april-11-2026-30c,Will the highest temperature in Shenzhen be 30°C on April 11?,0.88,True,0.12636363636363646,7742.327514000001,2026-04-11 20:23:47+00:00
highest-temperature-in-sao-paulo-on-april-11-2026-22c,Will the highest temperature in Sao Paulo be 22°C on April 11?,0.88,True,0.12636363636363646,6680.363465,2026-04-11 16:25:29+00:00
highest-temperature-in-chongqing-on-april-12-2026-26c,Will the highest temperature in Chongqing be 26°C on April 12?,0.88,True,0.12636363636363646,6783.458163999995,2026-04-12 19:08:55+00:00
highest-temperature-in-los-angeles-on-april-10-2026-72-73f,Will the highest temperature in Los Angeles be between 72-73°F on April 10?,0.88,True,0.12636363636363646,7599.45383,2026-04-11 10:29:49+00:00
elc-por-ips-2026-01-04-total-4pt5,Portsmouth FC vs. Ipswich Town FC: O/U 4.5,0.882,True,0.12378684807256236,6426.648184000002,2026-04-15 09:44:32+00:00
sud-car1-idp-2026-04-15-idp,Will Club Independiente Petrolero win on 2026-04-15?,0.885,True,0.11994350282485879,9484.702401000004,2026-04-16 05:51:28+00:00
es2-spo-rso-2026-04-06-spread-away-1pt5,Spread: Real Sociedad de Fútbol B (-1.5),0.885,True,0.11994350282485879,5173.69765,2026-04-06 23:26:17+00:00
highest-temperature-in-helsinki-on-april-6-2026-7c,Will the highest temperature in Helsinki be 7°C on April 6?,0.885,True,0.11994350282485879,5822.044585000001,2026-04-07 00:10:33+00:00
ucl-spo1-ars-2026-04-07-spread-away-2pt5,Spread: Arsenal FC (-2.5),0.885,True,0.11994350282485879,7496.857154999999,2026-04-08 00:18:19+00:00
highest-temperature-in-warsaw-on-april-13-2026-12c,Will the highest temperature in Warsaw be 12°C on April 13?,0.885,True,0.11994350282485879,8874.089422000006,2026-04-13 14:46:55+00:00
highest-temperature-in-houston-on-april-10-2026-74forhigher,Will the highest temperature in Houston be 74°F or higher on April 10?,0.885,True,0.11994350282485879,6179.270820000002,2026-04-10 17:49:17+00:00
highest-temperature-in-seattle-on-april-8-2026-54-55f,Will the highest temperature in Seattle be between 54-55°F on April 8?,0.885,True,0.11994350282485879,6873.078194,2026-04-08 23:58:25+00:00
highest-temperature-in-helsinki-on-april-12-2026-12c,Will the highest temperature in Helsinki be 12°C on April 12?,0.885,True,0.11994350282485879,5131.930366000002,2026-04-13 00:05:15+00:00
highest-temperature-in-san-francisco-on-april-7-2026-68-69f,Will the highest temperature in San Francisco be between 68-69°F on April 7?,0.885,True,0.11994350282485879,7237.762503000005,2026-04-08 10:07:45+00:00
bun-ein-koe-2026-04-05-spread-away-1pt5,Spread: 1. FC Köln (-1.5),0.885,True,0.11994350282485879,6106.2451120000005,2026-04-05 20:20:05+00:00
highest-temperature-in-chengdu-on-april-13-2026-25c,Will the highest temperature in Chengdu be 25°C on April 13?,0.885,True,0.11994350282485879,6718.894705999996,2026-04-13 19:29:19+00:00
highest-temperature-in-chengdu-on-april-6-2026-23c,Will the highest temperature in Chengdu be 23°C on April 6?,0.885,True,0.11994350282485879,5279.477787999996,2026-04-06 18:20:23+00:00
will-the-price-of-xrp-be-between-1pt40-1pt50-on-april-15,Will the price of XRP be between $1.40 and $1.50 on April 15?,0.885,True,0.11994350282485879,5092.299743,2026-04-15 18:34:40+00:00
tur-ant-kon-2026-04-17-total-4pt5,Antalyaspor vs. Konyaspor: O/U 4.5,0.885,True,0.11994350282485879,6883.995543,2026-04-17 22:37:54+00:00
highest-temperature-in-miami-on-april-15-2026-84-85f,Will the highest temperature in Miami be between 84-85°F on April 15?,0.885,True,0.11994350282485879,8593.103760999995,2026-04-16 07:30:44+00:00
lol-flk-koia-2026-04-16-total-games-2pt5,Games Total: O/U 2.5,0.885,True,0.11994350282485879,6768.380102,2026-04-16 23:17:08+00:00
highest-temperature-in-helsinki-on-april-11-2026-6c,Will the highest temperature in Helsinki be 6°C on April 11?,0.885,True,0.11994350282485879,5828.676029000001,2026-04-11 10:45:29+00:00
highest-temperature-in-istanbul-on-april-5-2026-15c,Will the highest temperature in Istanbul be 15°C on April 5?,0.885,True,0.11994350282485879,5774.501373,2026-04-05 23:33:05+00:00
highest-temperature-in-seattle-on-april-7-2026-58-59f,Will the highest temperature in Seattle be between 58-59°F on April 7?,0.889,True,0.11485939257592805,7803.748436999996,2026-04-08 10:02:49+00:00
highest-temperature-in-shenzhen-on-april-8-2026-30c,Will the highest temperature in Shenzhen be 30°C on April 8?,0.89,True,0.11359550561797761,8242.370992000004,2026-04-08 19:19:47+00:00
highest-temperature-in-madrid-on-april-12-2026-18c,Will the highest temperature in Madrid be 18°C on April 12?,0.89,True,0.11359550561797761,9203.857517000002,2026-04-13 00:51:59+00:00
highest-temperature-in-buenos-aires-on-april-6-2026-22c,Will the highest temperature in Buenos Aires be 22°C on April 6?,0.89,True,0.11359550561797761,5485.823047000003,2026-04-07 05:46:01+00:00
will-hotschedules-be-1-paid-app-in-the-us-apple-app-store-on-april-7,Will HotSchedules be #1 Paid App in the US Apple App Store on April 7?,0.89,True,0.11359550561797761,5097.37597,2026-04-07 19:39:59+00:00
highest-temperature-in-busan-on-april-7-2026-18c,Will the highest temperature in Busan be 18°C on April 7?,0.89,True,0.11359550561797761,5571.152381000003,2026-04-07 18:15:27+00:00
den-fcf-vbk-2026-04-13-spread-away-2pt5,Spread: Vejle BK (-2.5),0.89,True,0.11359550561797761,6429.625574999996,2026-04-13 22:38:01+00:00
highest-temperature-in-lucknow-on-april-13-2026-38c,Will the highest temperature in Lucknow be 38°C on April 13?,0.89,True,0.11359550561797761,7941.709837,2026-04-13 22:23:39+00:00
highest-temperature-in-sao-paulo-on-april-5-2026-29c,Will the highest temperature in Sao Paulo be 29°C on April 5?,0.89,True,0.11359550561797761,8939.776796999995,2026-04-06 06:08:13+00:00
highest-temperature-in-amsterdam-on-april-6-2026-16corhigher,Will the highest temperature in Amsterdam be 16°C or higher on April 6?,0.89,True,0.11359550561797761,8828.661584000014,2026-04-07 00:59:11+00:00
highest-temperature-in-chengdu-on-april-6-2026-24c,Will the highest temperature in Chengdu be 24°C on April 6?,0.89,True,0.11359550561797761,5658.244551999995,2026-04-06 18:20:27+00:00
highest-temperature-in-shanghai-on-april-7-2026-14c,Will the highest temperature in Shanghai be 14°C on April 7?,0.89,True,0.11359550561797761,9017.421604999998,2026-04-07 03:35:01+00:00
highest-temperature-in-munich-on-april-6-2026-12c,Will the highest temperature in Munich be 12°C on April 6?,0.89,True,0.11359550561797761,6393.802334000001,2026-04-06 00:38:09+00:00
highest-temperature-in-amsterdam-on-april-11-2026-14c,Will the highest temperature in Amsterdam be 14°C on April 11?,0.89,True,0.11359550561797761,5679.687248000001,2026-04-11 14:17:43+00:00
bun-stu-hsv-2026-04-12-total-1pt5,VfB Stuttgart vs. Hamburger SV: O/U 1.5,0.89,True,0.11359550561797761,5095.722485000001,2026-04-12 19:09:21+00:00
col-az-shd-2026-04-16-spread-away-1pt5,Spread: FK Shakhtar Donetsk (-1.5),0.89,True,0.11359550561797761,8081.782161,2026-04-16 22:03:20+00:00
highest-temperature-in-moscow-on-april-5-2026-10c,Will the highest temperature in Moscow be 10°C on April 5?,0.89,True,0.11359550561797761,5411.0501349999995,2026-04-05 23:19:55+00:00
uel-bol-ast4-2026-04-09-total-4pt5,Bologna FC 1909 vs. Aston Villa FC: O/U 4.5,0.89,True,0.11359550561797761,7195.542651000001,2026-04-10 00:19:55+00:00
highest-temperature-in-kuala-lumpur-on-april-10-2026-36corhigher,Will the highest temperature in Kuala Lumpur be 36°C or higher on April 10?,0.895,True,0.10731843575418988,5432.888593,2026-04-10 19:27:33+00:00
lol-flk-koia-2026-04-16-game-handicap-home-1pt5,Game Handicap: MKF (-1.5) vs FALKE Esports (+1.5),0.895,True,0.10731843575418988,8236.359703999997,2026-04-16 23:17:12+00:00
highest-temperature-in-chongqing-on-april-10-2026-22corbelow,Will the highest temperature in Chongqing be 22°C or below on April 10?,0.895,True,0.10731843575418988,9162.502468999995,2026-04-10 03:52:29+00:00
will-the-detroit-red-wings-make-the-nhl-playoffs,Will the Detroit Red Wings make the NHL Playoffs?,0.895,True,0.10731843575418988,5758.603832,2026-04-12 03:03:45+00:00
highest-temperature-in-amsterdam-on-april-12-2026-16c,Will the highest temperature in Amsterdam be 16°C on April 12?,0.895,True,0.10731843575418988,6130.045698999998,2026-04-13 01:04:53+00:00
highest-temperature-in-wellington-on-april-10-2026-20c,Will the highest temperature in Wellington be 20°C on April 10?,0.895,True,0.10731843575418988,9994.833749000012,2026-04-10 14:32:15+00:00
highest-temperature-in-buenos-aires-on-april-12-2026-22c,Will the highest temperature in Buenos Aires be 22°C on April 12?,0.895,True,0.10731843575418988,5232.335940999999,2026-04-12 17:56:27+00:00
highest-temperature-in-chengdu-on-april-9-2026-27c,Will the highest temperature in Chengdu be 27°C on April 9?,0.895,True,0.10731843575418988,8702.273246000002,2026-04-09 08:54:53+00:00
highest-temperature-in-lucknow-on-april-9-2026-33c,Will the highest temperature in Lucknow be 33°C on April 9?,0.895,True,0.10731843575418988,6633.2616659999985,2026-04-09 20:42:37+00:00
highest-temperature-in-shenzhen-on-april-10-2026-26c,Will the highest temperature in Shenzhen be 26°C on April 10?,0.895,True,0.10731843575418988,5775.126695000004,2026-04-10 04:00:25+00:00
highest-temperature-in-austin-on-april-5-2026-72-73f,Will the highest temperature in Austin be between 72-73°F on April 5?,0.895,True,0.10731843575418988,5668.868191000002,2026-04-06 08:43:03+00:00
highest-temperature-in-miami-on-april-6-2026-86-87f,Will the highest temperature in Miami be between 86-87°F on April 6?,0.895,True,0.10731843575418988,9542.532503000002,2026-04-07 07:07:11+00:00
highest-temperature-in-busan-on-april-7-2026-17c,Will the highest temperature in Busan be 17°C on April 7?,0.895,True,0.10731843575418988,5297.790057,2026-04-07 18:16:27+00:00
highest-temperature-in-moscow-on-april-8-2026-3c,Will the highest temperature in Moscow be 3°C on April 8?,0.895,True,0.10731843575418988,5150.502658,2026-04-08 00:38:45+00:00
highest-temperature-in-moscow-on-april-5-2026-11c,Will the highest temperature in Moscow be 11°C on April 5?,0.895,True,0.10731843575418988,7084.992692000003,2026-04-06 01:20:03+00:00
highest-temperature-in-tel-aviv-on-april-5-2026-23c,Will the highest temperature in Tel Aviv be 23°C on April 5?,0.895,True,0.10731843575418988,5269.487712000001,2026-04-05 23:32:51+00:00
highest-temperature-in-wellington-on-april-6-2026-18c,Will the highest temperature in Wellington be 18°C on April 6?,0.895,True,0.10731843575418988,8271.620973999998,2026-04-06 02:14:33+00:00
highest-temperature-in-tel-aviv-on-april-12-2026-19c,Will the highest temperature in Tel Aviv be 19°C on April 12?,0.895,True,0.10731843575418988,6028.482572,2026-04-12 10:38:55+00:00
will-the-price-of-ethereum-be-between-2100-2200-on-april-17,"Will the price of Ethereum be between $2,100 and $2,200 on April 17?",0.895,True,0.10731843575418988,7808.274272999999,2026-04-17 19:12:44+00:00
highest-temperature-in-san-francisco-on-april-15-2026-66forhigher,Will the highest temperature in San Francisco be 66°F or higher on April 15?,0.895,True,0.10731843575418988,6946.895793000005,2026-04-16 10:48:18+00:00
highest-temperature-in-atlanta-on-april-14-2026-90-91f,Will the highest temperature in Atlanta be between 90-91°F on April 14?,0.8985,True,0.10296605453533682,6989.768221999996,2026-04-15 07:04:00+00:00
aapl-close-above-265-on-april-6-2026,Will Apple (AAPL) close above $265 on April 6?,0.8995,True,0.10172873818788221,7756.903525000001,2026-04-06 22:02:17+00:00
highest-temperature-in-chengdu-on-april-12-2026-19c,Will the highest temperature in Chengdu be 19°C on April 12?,0.9,True,0.10111111111111117,5399.120901999999,2026-04-11 20:09:41+00:00
highest-temperature-in-lucknow-on-april-10-2026-34c,Will the highest temperature in Lucknow be 34°C on April 10?,0.9,True,0.10111111111111117,9425.595179999998,2026-04-10 22:34:55+00:00
highest-temperature-in-istanbul-on-april-12-2026-16corhigher,Will the highest temperature in Istanbul be 16°C or higher on April 12?,0.9,True,0.10111111111111117,5418.3648429999985,2026-04-13 00:21:13+00:00
highest-temperature-in-busan-on-april-12-2026-22c,Will the highest temperature in Busan be 22°C on April 12?,0.9,True,0.10111111111111117,8520.969672000001,2026-04-12 17:53:23+00:00
ucl-liv1-psg1-2026-04-14-exact-score-2-1,Exact Score: Liverpool FC 2 - 1 Paris Saint-Germain FC?,0.9,True,0.10111111111111117,9683.875818000002,2026-04-15 00:27:16+00:00
highest-temperature-in-chongqing-on-april-8-2026-22c,Will the highest temperature in Chongqing be 22°C on April 8?,0.9,True,0.10111111111111117,5658.921574000002,2026-04-08 06:33:17+00:00
highest-temperature-in-seattle-on-april-14-2026-54-55f,Will the highest temperature in Seattle be between 54-55°F on April 14?,0.9,True,0.10111111111111117,8051.6275019999985,2026-04-15 09:46:38+00:00
highest-temperature-in-chicago-on-april-6-2026-54-55f,Will the highest temperature in Chicago be between 54-55°F on April 6?,0.9,True,0.10111111111111117,6702.067196999999,2026-04-07 08:34:15+00:00
highest-temperature-in-moscow-on-april-8-2026-11corhigher,Will the highest temperature in Moscow be 11°C or higher on April 8?,0.9,True,0.10111111111111117,5002.382677999996,2026-04-09 00:10:19+00:00
highest-temperature-in-buenos-aires-on-april-6-2026-17c,Will the highest temperature in Buenos Aires be 17°C on April 6?,0.9045,True,0.09558319513543402,7479.420741,2026-04-06 18:42:27+00:00
highest-temperature-in-buenos-aires-on-april-5-2026-18c,Will the highest temperature in Buenos Aires be 18°C on April 5?,0.905,True,0.0949723756906078,9136.413418000004,2026-04-05 23:24:49+00:00
highest-temperature-in-beijing-on-april-11-2026-30c,Will the highest temperature in Beijing be 30°C on April 11?,0.905,True,0.0949723756906078,6334.082950000004,2026-04-11 20:05:09+00:00
highest-temperature-in-atlanta-on-april-6-2026-74-75f,Will the highest temperature in Atlanta be between 74-75°F on April 6?,0.905,True,0.0949723756906078,9301.803352,2026-04-07 07:18:05+00:00
highest-temperature-in-san-francisco-on-april-6-2026-60-61f,Will the highest temperature in San Francisco be between 60-61°F on April 6?,0.905,True,0.0949723756906078,7491.709964000002,2026-04-06 23:11:25+00:00
highest-temperature-in-seattle-on-april-13-2026-58-59f,Will the highest temperature in Seattle be between 58-59°F on April 13?,0.905,True,0.0949723756906078,9390.707144000005,2026-04-14 10:35:55+00:00
col-ray-aek1-2026-04-09-spread-away-1pt5,Spread: AEK (-1.5),0.905,True,0.0949723756906078,9052.769967999999,2026-04-09 20:53:05+00:00
highest-temperature-in-helsinki-on-april-8-2026-6c,Will the highest temperature in Helsinki be 6°C on April 8?,0.905,True,0.0949723756906078,6143.714276000002,2026-04-08 14:29:23+00:00
ucl-psg1-liv1-2026-04-08-exact-score-2-1,Exact Score: Paris Saint-Germain FC 2 - 1 Liverpool FC?,0.905,True,0.0949723756906078,5639.482074000002,2026-04-08 23:50:33+00:00
highest-temperature-in-chengdu-on-april-10-2026-22c,Will the highest temperature in Chengdu be 22°C on April 10?,0.905,True,0.0949723756906078,7887.880373,2026-04-09 19:57:55+00:00
uel-por1-not-2026-04-09-spread-away-1pt5,Spread: Nottingham Forest FC (-1.5),0.905,True,0.0949723756906078,7586.957692,2026-04-10 00:31:09+00:00
highest-temperature-in-warsaw-on-april-11-2026-9c,Will the highest temperature in Warsaw be 9°C on April 11?,0.905,True,0.0949723756906078,6302.836334000003,2026-04-11 14:28:33+00:00
highest-temperature-in-wuhan-on-april-11-2026-25c,Will the highest temperature in Wuhan be 25°C on April 11?,0.905,True,0.0949723756906078,7325.882052000002,2026-04-11 20:07:45+00:00
j1100-avi-vva-2026-04-11-total-4pt5,Avispa Fukuoka vs. V-Varen Nagasaki: O/U 4.5,0.905,True,0.0949723756906078,7177.618920000001,2026-04-11 09:28:49+00:00
will-trump-say-gay-this-week-april-5,"Will Trump say ""Gay"" this week? (April 5)",0.905,True,0.0949723756906078,7503.040581000001,2026-04-06 06:07:05+00:00
spl-nsr-ett-2026-04-24-draw,Will Al Nassr Saudi Club vs. Al Ettifaq Saudi Club end in a draw?,0.905,True,0.0949723756906078,6692.621641000002,2026-04-16 06:29:16+00:00
highest-temperature-in-shenzhen-on-april-6-2026-30c,Will the highest temperature in Shenzhen be 30°C on April 6?,0.905,True,0.0949723756906078,9253.236182000004,2026-04-06 18:39:25+00:00
highest-temperature-in-taipei-on-april-6-2026-29c,Will the highest temperature in Taipei be 29°C on April 6?,0.905,True,0.0949723756906078,5958.204712000002,2026-04-06 18:35:15+00:00
elc-mil-nor-2026-04-06-spread-away-2pt5,Spread: Norwich City FC (-2.5),0.905,True,0.0949723756906078,7045.762700000003,2026-04-06 16:18:11+00:00
solana-above-90-on-april-13,Will the price of Solana be above $90 on April 13?,0.907,True,0.09253583241455333,8596.075245,2026-04-13 19:20:23+00:00
highest-temperature-in-kuala-lumpur-on-april-6-2026-28corbelow,Will the highest temperature in Kuala Lumpur be 28°C or below on April 6?,0.909,True,0.09011001100110018,9384.902494999998,2026-04-06 08:51:07+00:00
highest-temperature-in-shenzhen-on-april-6-2026-31corhigher,Will the highest temperature in Shenzhen be 31°C or higher on April 6?,0.91,True,0.08890109890109878,8437.230592999987,2026-04-06 18:38:19+00:00
highest-temperature-in-moscow-on-april-6-2026-5corbelow,Will the highest temperature in Moscow be 5°C or below on April 6?,0.91,True,0.08890109890109878,9959.987634000001,2026-04-06 09:12:41+00:00
gs-quarterly-earnings-gaap-eps-04-13-2026-15pt95,Will Goldman Sachs (GS) beat quarterly earnings?,0.91,True,0.08890109890109878,8156.548149999999,2026-04-13 15:57:27+00:00
highest-temperature-in-jakarta-on-april-6-2026-35c,Will the highest temperature in Jakarta be 35°C on April 6?,0.91,True,0.08890109890109878,6191.367901000001,2026-04-06 19:36:13+00:00
highest-temperature-in-buenos-aires-on-april-14-2026-29corhigher,Will the highest temperature in Buenos Aires be 29°C or higher on April 14?,0.91,True,0.08890109890109878,6711.173658000001,2026-04-15 05:57:06+00:00
highest-temperature-in-kuala-lumpur-on-april-6-2026-36c,Will the highest temperature in Kuala Lumpur be 36°C on April 6?,0.91,True,0.08890109890109878,7816.762551999999,2026-04-06 18:25:51+00:00
ucl-fcb1-atm1-2026-04-08-exact-score-3-1,Exact Score: FC Barcelona 3 - 1 Club Atlético de Madrid?,0.91,True,0.08890109890109878,7100.277793999998,2026-04-08 23:57:23+00:00
highest-temperature-in-toronto-on-april-8-2026-3c,Will the highest temperature in Toronto be 3°C on April 8?,0.91,True,0.08890109890109878,6152.367811999999,2026-04-08 22:07:35+00:00
por-ton-gil-2026-04-13-spread-home-1pt5,Spread: CD Tondela (-1.5),0.91,True,0.08890109890109878,7033.530666999999,2026-04-13 23:23:27+00:00
highest-temperature-in-wuhan-on-april-7-2026-21corbelow,Will the highest temperature in Wuhan be 21°C or below on April 7?,0.91,True,0.08890109890109878,9138.434886000005,2026-04-07 08:18:39+00:00
cz-binance-of-tweets-march-31-april-7-2026-20-39,"Will CZ post 20-39 posts from March 31 to April 7, 2026?",0.91,True,0.08890109890109878,6709.104544999996,2026-04-07 19:35:57+00:00
highest-temperature-in-wuhan-on-april-12-2026-20c,Will the highest temperature in Wuhan be 20°C on April 12?,0.91,True,0.08890109890109878,5167.125603999999,2026-04-12 06:35:57+00:00
highest-temperature-in-wuhan-on-april-12-2026-26corhigher,Will the highest temperature in Wuhan be 26°C or higher on April 12?,0.91,True,0.08890109890109878,5006.693848999998,2026-04-12 19:07:55+00:00
highest-temperature-in-wuhan-on-april-9-2026-25c,Will the highest temperature in Wuhan be 25°C on April 9?,0.91,True,0.08890109890109878,7949.861623999997,2026-04-09 19:58:53+00:00
highest-temperature-in-mexico-city-on-april-11-2026-22c,Will the highest temperature in Mexico City be 22°C on April 11?,0.91,True,0.08890109890109878,8687.781765999995,2026-04-11 19:45:27+00:00
highest-temperature-in-warsaw-on-april-11-2026-14c,Will the highest temperature in Warsaw be 14°C on April 11?,0.91,True,0.08890109890109878,6626.623809000003,2026-04-12 00:27:35+00:00
highest-temperature-in-sao-paulo-on-april-9-2026-24c,Will the highest temperature in Sao Paulo be 24°C on April 9?,0.91,True,0.08890109890109878,9555.171554999999,2026-04-09 15:54:03+00:00
